tweet_id,username,event_date,industry,industry_label,kol_rank_in_industry,sentiment,influence,sig_baseline,sig_contrarian,sig_rank_weighted,sig_top_rank_only,sig_bull_only,sig_bear_only,sig_engagement,sig_attention,sig_attention_raw,sig_original_post,sig_sentiment_x_likes,sig_contrarian_top3,sig_surprise_contrarian,sig_viral_contrarian,sig_contrarian_x_viral,sig_extreme_contrarian,sig_contrarian_orig,sig_bull_fade,sig_bear_bounce,sig_nlp_lex_disagree,sig_bear_x_eng,sig_bull_x_eng,sig_imbalance_contrarian,sig_momentum,sig_rank1_contrarian,sig_rank1_momentum,sig_views_weighted,sig_contrarian_views,sig_nlp_minus_lex,sig_strong_bear_only,sig_strong_bull_fade,sig_rt_contrarian,sig_dual_confirm_contra,ind_ret_1h,ind_ret_1d
2054407159618920685,0xAllen,2026-05-13,unclassified,未分类,22.0,0.2484,1.8309801823813363,0.45481547730352395,-0.45481547730352395,0.0909630954607048,0.0,0.45481547730352395,0.0,0.2116640264334797,1.8309801823813363,1.8309801823813363,0.45481547730352395,0.672679669953789,0.0,-0.45481547730352395,0.0,-0.3875526377227407,-0.45481547730352395,-0.45481547730352395,-0.45481547730352395,0.0,0.0,0.0,0.3875526377227407,-0.45481547730352395,0.45481547730352395,0.0,0.0,1.943790930391653,-1.943790930391653,-0.45481547730352395,0.0,-0.45481547730352395,0.0,0.0,,
2054810728377569512,0xAllen,2026-05-14,unclassified,未分类,22.0,-0.2499,1.8309801823813363,-0.45756194757709595,0.45756194757709595,-0.09151238951541919,0.0,0.0,-0.45756194757709595,-0.3351874317232687,-1.8309801823813363,1.8309801823813363,-0.45756194757709595,-1.0652437012726248,0.0,0.45756194757709595,0.45756194757709595,0.6137215448686023,0.45756194757709595,0.45756194757709595,0.0,0.45756194757709595,0.0,0.6137215448686022,0.0,-0.45756194757709595,-0.45756194757709595,0.0,0.0,-2.5417692537419296,2.5417692537419296,0.45756194757709595,0.45756194757709595,0.0,0.0,0.45756194757709595,,
2054922395484557617,0xAllen,2026-05-14,unclassified,未分类,22.0,0.2499,1.8309801823813363,0.45756194757709595,-0.45756194757709595,0.09151238951541919,0.0,0.45756194757709595,0.0,0.2499,1.8309801823813363,1.8309801823813363,0.45756194757709595,0.7941956522039517,0.0,-0.45756194757709595,0.0,-0.45756194757709595,-0.45756194757709595,-0.45756194757709595,-0.45756194757709595,0.0,0.0,0.0,0.45756194757709595,-0.45756194757709595,0.45756194757709595,0.0,0.0,2.2577656830512893,-2.2577656830512893,-0.45756194757709595,0.0,-0.45756194757709595,0.0,0.0,,
2055844332423496111,0xAllen,2026-05-17,unclassified,未分类,22.0,1.0,1.8309801823813363,1.8309801823813363,-1.8309801823813363,0.3661960364762673,0.0,1.8309801823813363,0.0,0.6122961576274708,1.8309801823813363,1.8309801823813363,1.8309801823813363,1.9459101490553132,0.0,-1.6793750232801616,0.0,-1.121102130364138,-1.8309801823813363,-1.8309801823813363,-1.8309801823813363,0.0,0.0,0.0,1.121102130364138,-1.8309801823813363,1.8309801823813363,0.0,0.0,7.84971375760487,-7.84971375760487,-1.8309801823813363,0.0,-1.8309801823813363,0.0,0.0,,
2055921282043322556,0xAllen,2026-05-17,unclassified,未分类,22.0,0.2497,1.8309801823813363,0.4571957515406197,-0.4571957515406197,0.09143915030812394,0.0,0.4571957515406197,0.0,0.2645687624037404,1.8309801823813363,1.8309801823813363,0.4571957515406197,0.8408137687476226,0.0,0.11425316338059535,-0.4571957515406197,-0.484420160838405,-0.4571957515406197,-0.4571957515406197,-0.4571957515406197,0.0,0.0,0.0,0.484420160838405,-0.4571957515406197,0.4571957515406197,0.0,0.0,1.8486964714160896,-1.8486964714160896,-0.4571957515406197,0.0,-0.4571957515406197,0.0,0.0,,
2054934641497567514,0xCheshire,2026-05-14,crypto,加密,7.0,0.2497,1.9726911717329554,0.492580985581719,-0.492580985581719,0.0985161971163438,0.0,0.492580985581719,0.0,0.35809290661787674,1.9726911717329554,1.9726911717329554,0.492580985581719,1.4183391004715618,0.0,-0.492580985581719,-0.492580985581719,-0.706406715545279,-0.492580985581719,-0.492580985581719,-0.492580985581719,0.0,0.0,0.0,0.706406715545279,-0.492580985581719,0.492580985581719,0.0,0.0,2.5023556530373727,-2.5023556530373727,-0.492580985581719,0.0,-0.492580985581719,0.0,0.0,0.0076474658732457,-0.0244977136379759
2055273356656791872,0xCheshire,2026-05-15,crypto,加密,7.0,0.25,1.9726911717329554,0.49317279293323885,-0.49317279293323885,0.09863455858664777,0.0,0.49317279293323885,0.0,0.33536080544172786,1.9726911717329554,1.9726911717329554,0.49317279293323885,1.3283014947604468,0.0,-0.49317279293323885,-0.49317279293323885,-0.6615633002401499,-0.49317279293323885,-0.49317279293323885,-0.49317279293323885,0.0,0.0,0.0,0.6615633002401499,-0.49317279293323885,0.49317279293323885,0.0,0.0,2.4499203459526346,-2.4499203459526346,-0.49317279293323885,0.0,-0.49317279293323885,0.0,0.0,-0.0126276560457356,-0.0118160267665125
2055273591294627843,0xCheshire,2026-05-15,crypto,加密,7.0,0.25,1.9726911717329554,0.49317279293323885,-0.49317279293323885,0.09863455858664777,0.0,0.49317279293323885,0.0,0.0,1.9726911717329554,1.9726911717329554,0.0,0.0,0.0,-0.49317279293323885,0.0,-0.24658639646661942,-0.49317279293323885,0.0,-0.49317279293323885,0.0,0.0,0.0,0.0,-0.49317279293323885,0.49317279293323885,0.0,0.0,0.0,-0.0,-0.49317279293323885,0.0,-0.49317279293323885,-0.49317279293323885,0.0,-0.0126276560457356,-0.0118160267665125
2055295054793871561,0xCheshire,2026-05-15,crypto,加密,7.0,0.2463,1.9726911717329554,0.4858738355978269,-0.4858738355978269,0.09717476711956538,0.0,0.4858738355978269,0.0,0.0,1.9726911717329554,1.9726911717329554,0.0,0.0,0.0,0.007101688218238679,0.0,-0.24293691779891344,-0.4858738355978269,0.0,-0.4858738355978269,0.0,0.0,0.0,0.0,-0.4858738355978269,0.4858738355978269,0.0,0.0,0.5671267084044335,-0.5671267084044335,-0.4858738355978269,0.0,-0.4858738355978269,-0.4858738355978269,0.0,0.0003669709908196,-0.0118160267665125
2055569752509272560,0xCheshire,2026-05-16,crypto,加密,7.0,0.2271,1.9726911717329554,0.4479981651005542,-0.4479981651005542,0.08959963302011084,0.0,0.4479981651005542,0.0,0.0,1.9726911717329554,1.9726911717329554,0.0,0.0,0.0,0.04320193666095173,0.0,-0.2239990825502771,-0.4479981651005542,0.0,-0.4479981651005542,0.0,0.0,0.0,0.0,-0.4479981651005542,0.4479981651005542,0.0,0.0,0.0,-0.0,-0.4479981651005542,0.0,-0.4479981651005542,-0.4479981651005542,0.0,-0.004444982372882,0.0030410494175279
2055572694092153317,0xCheshire,2026-05-16,crypto,加密,7.0,0.25,1.9726911717329554,0.49317279293323885,-0.49317279293323885,0.09863455858664777,0.0,0.49317279293323885,0.0,0.20802779157210216,1.9726911717329554,1.9726911717329554,0.49317279293323885,0.8239592165010823,0.0,-0.010613078503923292,0.0,-0.41037458790938924,-0.49317279293323885,-0.49317279293323885,-0.49317279293323885,0.0,0.0,0.0,0.41037458790938924,-0.49317279293323885,0.49317279293323885,0.0,0.0,2.4627062249882057,-2.4627062249882057,-0.49317279293323885,0.0,-0.49317279293323885,0.0,0.0,-0.0035053956694676,0.0030410494175279
2055597557955637522,0xCheshire,2026-05-16,crypto,加密,7.0,-0.1192,1.9726911717329554,-0.2351447876705683,0.2351447876705683,-0.04702895753411366,0.0,0.0,-0.2351447876705683,-0.17378414854615018,-1.9726911717329554,1.9726911717329554,-0.2351447876705683,-0.6883265442288935,0.0,0.7194733485172045,0.2351447876705683,0.342822455624119,0.0,0.2351447876705683,0.0,0.2351447876705683,0.0,0.34282245562411895,0.0,-0.2351447876705683,-0.2351447876705683,0.0,0.0,-1.4181358049679686,1.4181358049679686,0.2351447876705683,0.0,0.0,0.0,0.2351447876705683,0.0028147077835964,0.0030410494175279
2055607945799606745,0xCheshire,2026-05-16,crypto,加密,7.0,0.25,1.9726911717329554,0.49317279293323885,-0.49317279293323885,0.09863455858664777,0.0,0.49317279293323885,0.0,0.18584813604485148,1.9726911717329554,1.9726911717329554,0.49317279293323885,0.7361097447916101,0.0,-0.11162613901763191,0.0,-0.3666209772587038,-0.49317279293323885,-0.49317279293323885,-0.49317279293323885,0.0,0.0,0.0,0.3666209772587038,-0.49317279293323885,0.49317279293323885,0.0,0.0,2.3690592130890105,-2.3690592130890105,-0.49317279293323885,0.0,-0.49317279293323885,0.0,0.0,-0.0020585170116197,0.0030410494175279
2055618764478308423,0xCheshire,2026-05-16,crypto,加密,7.0,0.2463,1.9726911717329554,0.4858738355978269,-0.4858738355978269,0.09717476711956538,0.0,0.4858738355978269,0.0,0.0,1.9726911717329554,1.9726911717329554,0.0,0.0,0.0,-0.09037391430501597,0.0,-0.24293691779891344,-0.4858738355978269,0.0,-0.4858738355978269,0.0,0.0,0.0,0.0,-0.4858738355978269,0.4858738355978269,0.0,0.0,0.0,-0.0,-0.4858738355978269,0.0,-0.4858738355978269,-0.4858738355978269,0.0,-0.000954044217562,0.0030410494175279
2055624860198645931,0xCheshire,2026-05-16,crypto,加密,7.0,0.25,1.9726911717329554,0.49317279293323885,-0.49317279293323885,0.09863455858664777,0.0,0.49317279293323885,0.0,0.2551907332355522,1.9726911717329554,1.9726911717329554,0.49317279293323885,1.0107628169586376,0.0,-0.08763132560653729,0.0,-0.5034125065618335,-0.49317279293323885,-0.49317279293323885,-0.49317279293323885,0.0,0.0,0.0,0.5034125065618335,-0.49317279293323885,0.49317279293323885,0.0,0.0,2.6305653352765597,-2.6305653352765597,-0.49317279293323885,0.0,-0.49317279293323885,0.0,0.0,-0.001003865292385,0.0030410494175279
2055627645828927631,0xCheshire,2026-05-16,crypto,加密,7.0,0.2498,1.9726911717329554,0.49277825469889225,-0.49277825469889225,0.09855565093977846,0.0,0.49277825469889225,0.0,0.0,1.9726911717329554,1.9726911717329554,0.0,0.0,0.0,-0.07847365481153692,0.0,-0.24638912734944612,-0.49277825469889225,0.0,-0.49277825469889225,0.0,0.0,0.0,0.0,-0.49277825469889225,0.49277825469889225,0.0,0.0,0.0,-0.0,-0.49277825469889225,0.0,-0.49277825469889225,-0.49277825469889225,0.0,-0.0023404352863286,0.0030410494175279
2055635659873030623,0xCheshire,2026-05-16,crypto,加密,7.0,0.25,1.9726911717329554,0.49317279293323885,-0.49317279293323885,0.09863455858664777,0.0,0.49317279293323885,0.0,0.24434382822083528,1.9726911717329554,1.9726911717329554,0.49317279293323885,0.9678002527269728,0.0,-0.07173422442665289,0.0,-0.48201491279867553,-0.49317279293323885,-0.49317279293323885,-0.49317279293323885,0.0,0.0,0.0,0.48201491279867553,-0.49317279293323885,0.49317279293323885,0.0,0.0,2.248201514856621,-2.248201514856621,-0.49317279293323885,0.0,-0.49317279293323885,0.0,0.0,-0.0005621901702216,0.0030410494175279
2055644702289133598,0xCheshire,2026-05-16,crypto,加密,7.0,0.25,1.9726911717329554,0.49317279293323885,-0.49317279293323885,0.09863455858664777,0.0,0.49317279293323885,0.0,0.0,1.9726911717329554,1.9726911717329554,0.0,0.0,0.0,-0.0657563723910985,0.0,-0.24658639646661942,-0.49317279293323885,0.0,-0.49317279293323885,0.0,0.0,0.0,0.0,-0.49317279293323885,0.49317279293323885,0.0,0.0,0.0,-0.0,-0.49317279293323885,0.0,-0.49317279293323885,-0.49317279293323885,0.0,0.0041387270732791,0.0030410494175279
2055648066561286537,0xCheshire,2026-05-16,crypto,加密,7.0,0.25,1.9726911717329554,0.49317279293323885,-0.49317279293323885,0.09863455858664777,0.0,0.49317279293323885,0.0,0.20317013748437174,1.9726911717329554,1.9726911717329554,0.49317279293323885,0.8047189562170501,0.0,-0.060698189899475556,0.0,-0.4007919365751909,-0.49317279293323885,-0.49317279293323885,-0.49317279293323885,0.0,0.0,0.0,0.4007919365751909,-0.49317279293323885,0.49317279293323885,0.0,0.0,2.1649768234038533,-2.1649768234038533,-0.49317279293323885,0.0,-0.49317279293323885,0.0,0.0,0.0020903533137248,0.0030410494175279
2055651822661255322,0xCheshire,2026-05-16,crypto,加密,7.0,0.2496,1.9726911717329554,0.49238371646454565,-0.49238371646454565,0.09847674329290913,0.0,0.49238371646454565,0.0,0.0,1.9726911717329554,1.9726911717329554,0.0,0.0,0.0,-0.05557352843796263,0.0,-0.24619185823227283,-0.49238371646454565,0.0,-0.49238371646454565,0.0,0.0,0.0,0.0,-0.49238371646454565,0.49238371646454565,0.0,0.0,0.34601907253552466,-0.34601907253552466,-0.49238371646454565,0.0,-0.49238371646454565,-0.49238371646454565,0.0,0.0024115870101837,0.0030410494175279
