signal,agg,signal_col,description,ret_col,lag_days,n_days,ic,ls_spread,cum_sign_ret,industry,industry_label,max_rank
sig_strong_bear_only,sum,sig_strong_bear_only_sum,强看空 (s<-0.2) 反转,ind_ret_1d,1,22,-0.4103,-0.002313,-0.025523,ai_tools,AI 工具 / Agent,all
sig_bear_x_eng,sum,sig_bear_x_eng_sum,看空帖 × 互动惊喜 × 反转,ind_ret_1d,1,22,-0.4451,-0.001637,-0.018262,ai_tools,AI 工具 / Agent,all
sig_bear_bounce,sum,sig_bear_bounce_sum,仅明显看空帖反转（恐慌反弹）,ind_ret_1d,1,22,-0.4717,-0.010436,-0.037151,ai_tools,AI 工具 / Agent,all
sig_rank1_contrarian,wmean,sig_rank1_contrarian_wmean,仅行业 #1 KOL 反转,ind_ret_1d,1,22,-0.605,-0.014589,-0.088362,ai_tools,AI 工具 / Agent,all
sig_nlp_lex_disagree,sum,sig_nlp_lex_disagree_sum,NLP 与词典情绪不一致时反转,ind_ret_1d,1,22,,,,ai_tools,AI 工具 / Agent,all
sig_nlp_lex_disagree,wmean,sig_nlp_lex_disagree_wmean,NLP 与词典情绪不一致时反转,ind_ret_1d,1,22,,,,ai_tools,AI 工具 / Agent,all
sig_attention_raw,sum,sig_attention_raw_sum,纯 Influence（无情绪）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_attention_raw,wmean,sig_attention_raw_wmean,纯 Influence（无情绪）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_attention,sum,sig_attention_sum,Influence × sign(Sentiment),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_attention,wmean,sig_attention_wmean,Influence × sign(Sentiment),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_baseline,sum,sig_baseline_sum,Sentiment × Influence（原版）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_baseline,wmean,sig_baseline_wmean,Sentiment × Influence（原版）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bear_bounce,sum,sig_bear_bounce_sum,仅明显看空帖反转（恐慌反弹）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bear_bounce,wmean,sig_bear_bounce_wmean,仅明显看空帖反转（恐慌反弹）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bear_crowd_strict,sum,sig_bear_crowd_strict_sum,严格恐慌：bear_ratio>0.5 才 bear_crowd,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bear_crowd,sum,sig_bear_crowd_sum,看空帖占比 × 情绪反转（恐慌反弹）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bear_only,sum,sig_bear_only_sum,仅看空情绪 × Influence,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bear_only,wmean,sig_bear_only_wmean,仅看空情绪 × Influence,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bear_x_eng,sum,sig_bear_x_eng_sum,看空帖 × 互动惊喜 × 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bear_x_eng,wmean,sig_bear_x_eng_wmean,看空帖 × 互动惊喜 × 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bull_crowd,sum,sig_bull_crowd_sum,看多帖占比 × 情绪（拥挤做多，对照）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bull_fade,sum,sig_bull_fade_sum,仅明显看多帖反转（拥挤做多）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bull_fade,wmean,sig_bull_fade_wmean,仅明显看多帖反转（拥挤做多）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bull_only,sum,sig_bull_only_sum,仅看多情绪 × Influence,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bull_only,wmean,sig_bull_only_wmean,仅看多情绪 × Influence,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bull_x_eng,sum,sig_bull_x_eng_sum,看多帖 × 互动惊喜（对照）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bull_x_eng,wmean,sig_bull_x_eng_wmean,看多帖 × 互动惊喜（对照）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_consensus_contrarian,sum,sig_consensus_contrarian_sum,行业共识情绪反转（|均值|×影响力）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_contrarian_orig,sum,sig_contrarian_orig_sum,仅原创帖（非 RT）反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_contrarian_orig,wmean,sig_contrarian_orig_wmean,仅原创帖（非 RT）反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_contrarian,sum,sig_contrarian_sum,−Sentiment × Influence（反转）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_contrarian_top3,sum,sig_contrarian_top3_sum,仅Top3 KOL的反转信号（日频 sum）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_contrarian_top3,wmean,sig_contrarian_top3_wmean,仅Top3 KOL的反转信号（日频 sum）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_contrarian_views,sum,sig_contrarian_views_sum,反转 × log(views),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_contrarian_views,wmean,sig_contrarian_views_wmean,反转 × log(views),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_contrarian,wmean,sig_contrarian_wmean,−Sentiment × Influence（反转）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_contrarian_x_viral,sum,sig_contrarian_x_viral_sum,反转 × 互动惊喜度（连续加权）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_contrarian_x_viral,wmean,sig_contrarian_x_viral_wmean,反转 × 互动惊喜度（连续加权）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_disagreement,sum,sig_disagreement_sum,sig_disagreement,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_dispersion_contrarian,sum,sig_dispersion_contrarian_sum,高分歧日 × 情绪反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_dual_confirm_contra,sum,sig_dual_confirm_contra_sum,看空 + 高互动双重确认反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_dual_confirm_contra,wmean,sig_dual_confirm_contra_wmean,看空 + 高互动双重确认反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_engagement,sum,sig_engagement_sum,情绪 × 相对自身互动惊喜度,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_engagement,wmean,sig_engagement_wmean,情绪 × 相对自身互动惊喜度,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_extreme_contrarian,sum,sig_extreme_contrarian_sum,仅极端情绪帖（|s|≥0.2）反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_extreme_contrarian,wmean,sig_extreme_contrarian_wmean,仅极端情绪帖（|s|≥0.2）反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_imbalance_contrarian,sum,sig_imbalance_contrarian_sum,情绪方向 × 影响力反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_imbalance_contrarian,wmean,sig_imbalance_contrarian_wmean,情绪方向 × 影响力反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_kol_breadth_contrarian,sum,sig_kol_breadth_contrarian_sum,参与 KOL 数 × 情绪反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_momentum_daily,sum,sig_momentum_daily_sum,跟随行业情绪动量（非反转）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_momentum,sum,sig_momentum_sum,跟随情绪 × 影响力（非反转）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_momentum,wmean,sig_momentum_wmean,跟随情绪 × 影响力（非反转）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_net_crowd_contrarian,sum,sig_net_crowd_contrarian_sum,(看空占比−看多占比) × 情绪反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_nlp_lex_disagree,sum,sig_nlp_lex_disagree_sum,NLP 与词典情绪不一致时反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_nlp_lex_disagree,wmean,sig_nlp_lex_disagree_wmean,NLP 与词典情绪不一致时反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_nlp_minus_lex,sum,sig_nlp_minus_lex_sum,NLP 与词典差 × 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_nlp_minus_lex,wmean,sig_nlp_minus_lex_wmean,NLP 与词典差 × 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_original_post,sum,sig_original_post_sum,非转发帖 × Sentiment × Influence,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_original_post,wmean,sig_original_post_wmean,非转发帖 × Sentiment × Influence,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_post_burst_contrarian,sum,sig_post_burst_contrarian_sum,发帖密集日 × 情绪反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_rank1_contrarian,sum,sig_rank1_contrarian_sum,仅行业 #1 KOL 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_rank1_contrarian,wmean,sig_rank1_contrarian_wmean,仅行业 #1 KOL 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_rank1_momentum,sum,sig_rank1_momentum_sum,仅行业 #1 KOL 跟随,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_rank1_momentum,wmean,sig_rank1_momentum_wmean,仅行业 #1 KOL 跟随,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_rank_weighted,sum,sig_rank_weighted_sum,Sentiment × Influence × Top排名权重,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_rank_weighted,wmean,sig_rank_weighted_wmean,Sentiment × Influence × Top排名权重,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_rt_contrarian,sum,sig_rt_contrarian_sum,仅转发帖反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_rt_contrarian,wmean,sig_rt_contrarian_wmean,仅转发帖反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_sentiment_delta_contra,sum,sig_sentiment_delta_contra_sum,情绪突变反转 × 影响力,ind_ret_1d,1,0,,,,consumer_tech,消费科技,all
sig_sentiment_delta,sum,sig_sentiment_delta_sum,情绪相对5日均值突变 × 当日影响力,ind_ret_1d,1,0,,,,consumer_tech,消费科技,all
sig_sentiment_x_likes,sum,sig_sentiment_x_likes_sum,Sentiment × log(1+likes),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_sentiment_x_likes,wmean,sig_sentiment_x_likes_wmean,Sentiment × log(1+likes),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_strong_bear_only,sum,sig_strong_bear_only_sum,强看空 (s<-0.2) 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_strong_bear_only,wmean,sig_strong_bear_only_wmean,强看空 (s<-0.2) 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_strong_bull_fade,sum,sig_strong_bull_fade_sum,强看多 (s>0.2) 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_strong_bull_fade,wmean,sig_strong_bull_fade_wmean,强看多 (s>0.2) 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_surprise_contrarian,sum,sig_surprise_contrarian_sum,相对该 KOL 历史情绪的意外 × 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_surprise_contrarian,wmean,sig_surprise_contrarian_wmean,相对该 KOL 历史情绪的意外 × 反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_top_rank_only,sum,sig_top_rank_only_sum,仅行业排名前3 KOL,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_top_rank_only,wmean,sig_top_rank_only_wmean,仅行业排名前3 KOL,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_unanimity_contrarian,sum,sig_unanimity_contrarian_sum,低分歧时加强反转（一致预期）,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_views_weighted,sum,sig_views_weighted_sum,情绪 × log(views),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_views_weighted,wmean,sig_views_weighted_wmean,情绪 × log(views),ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_viral_contrarian,sum,sig_viral_contrarian_sum,高互动惊喜帖才做情绪反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_viral_contrarian,wmean,sig_viral_contrarian_wmean,高互动惊喜帖才做情绪反转,ind_ret_1d,1,1,,,,consumer_tech,消费科技,all
sig_bear_crowd_strict,sum,sig_bear_crowd_strict_sum,严格恐慌：bear_ratio>0.5 才 bear_crowd,ind_ret_1d,1,22,0.458,0.009132,0.068986,crypto,加密,all
sig_contrarian_views,wmean,sig_contrarian_views_wmean,反转 × log(views),ind_ret_1d,1,22,0.4358,0.007445,0.040277,crypto,加密,all
sig_nlp_minus_lex,wmean,sig_nlp_minus_lex_wmean,NLP 与词典差 × 反转,ind_ret_1d,1,22,0.3715,0.006967,0.134833,crypto,加密,all
sig_contrarian_orig,wmean,sig_contrarian_orig_wmean,仅原创帖（非 RT）反转,ind_ret_1d,1,22,0.3548,0.007002,0.040277,crypto,加密,all
sig_extreme_contrarian,wmean,sig_extreme_contrarian_wmean,仅极端情绪帖（|s|≥0.2）反转,ind_ret_1d,1,22,0.3392,0.008129,0.10817,crypto,加密,all
sig_contrarian,wmean,sig_contrarian_wmean,−Sentiment × Influence（反转）,ind_ret_1d,1,22,0.3268,0.004608,0.114043,crypto,加密,all
sig_contrarian_x_viral,wmean,sig_contrarian_x_viral_wmean,反转 × 互动惊喜度（连续加权）,ind_ret_1d,1,22,0.3034,0.008129,0.114043,crypto,加密,all
sig_strong_bull_fade,wmean,sig_strong_bull_fade_wmean,强看多 (s>0.2) 反转,ind_ret_1d,1,22,0.2998,0.007277,0.020655,crypto,加密,all
sig_bull_fade,wmean,sig_bull_fade_wmean,仅明显看多帖反转（拥挤做多）,ind_ret_1d,1,22,0.2983,0.002729,-0.004481,crypto,加密,all
sig_bear_bounce,wmean,sig_bear_bounce_wmean,仅明显看空帖反转（恐慌反弹）,ind_ret_1d,1,22,0.2955,0.0073,0.055498,crypto,加密,all
sig_kol_breadth_contrarian,sum,sig_kol_breadth_contrarian_sum,参与 KOL 数 × 情绪反转,ind_ret_1d,1,22,0.2898,0.012606,0.114043,crypto,加密,all
sig_strong_bear_only,wmean,sig_strong_bear_only_wmean,强看空 (s<-0.2) 反转,ind_ret_1d,1,22,0.27,0.00652,0.035228,crypto,加密,all
sig_dual_confirm_contra,wmean,sig_dual_confirm_contra_wmean,看空 + 高互动双重确认反转,ind_ret_1d,1,22,0.2637,0.001489,0.031884,crypto,加密,all
sig_viral_contrarian,wmean,sig_viral_contrarian_wmean,高互动惊喜帖才做情绪反转,ind_ret_1d,1,22,0.2147,0.001761,0.024643,crypto,加密,all
sig_bear_x_eng,wmean,sig_bear_x_eng_wmean,看空帖 × 互动惊喜 × 反转,ind_ret_1d,1,22,0.2128,6e-05,0.007386,crypto,加密,all
sig_imbalance_contrarian,wmean,sig_imbalance_contrarian_wmean,情绪方向 × 影响力反转,ind_ret_1d,1,22,0.2066,0.012119,-0.027975,crypto,加密,all
sig_rt_contrarian,wmean,sig_rt_contrarian_wmean,仅转发帖反转,ind_ret_1d,1,22,0.2024,0.005622,0.055792,crypto,加密,all
sig_bear_crowd,sum,sig_bear_crowd_sum,看空帖占比 × 情绪反转（恐慌反弹）,ind_ret_1d,1,22,0.1965,0.009132,0.082473,crypto,加密,all
sig_rank1_contrarian,wmean,sig_rank1_contrarian_wmean,仅行业 #1 KOL 反转,ind_ret_1d,1,22,0.1765,0.000566,0.008775,crypto,加密,all
sig_surprise_contrarian,wmean,sig_surprise_contrarian_wmean,相对该 KOL 历史情绪的意外 × 反转,ind_ret_1d,1,22,0.1647,0.000318,0.00746,crypto,加密,all
sig_contrarian_top3,wmean,sig_contrarian_top3_wmean,仅Top3 KOL的反转信号（日频 sum）,ind_ret_1d,1,22,0.147,0.000566,0.008775,crypto,加密,all
sig_rank1_contrarian,sum,sig_rank1_contrarian_sum,仅行业 #1 KOL 反转,ind_ret_1d,1,22,0.1359,0.000566,0.008775,crypto,加密,all
sig_surprise_contrarian,sum,sig_surprise_contrarian_sum,相对该 KOL 历史情绪的意外 × 反转,ind_ret_1d,1,22,0.1207,-0.002601,0.00746,crypto,加密,all
sig_contrarian_views,sum,sig_contrarian_views_sum,反转 × log(views),ind_ret_1d,1,22,0.1067,0.006946,0.040277,crypto,加密,all
sig_unanimity_contrarian,sum,sig_unanimity_contrarian_sum,低分歧时加强反转（一致预期）,ind_ret_1d,1,22,0.1059,0.012606,0.114043,crypto,加密,all
sig_contrarian_top3,sum,sig_contrarian_top3_sum,仅Top3 KOL的反转信号（日频 sum）,ind_ret_1d,1,22,0.104,0.000566,0.008775,crypto,加密,all
sig_rt_contrarian,sum,sig_rt_contrarian_sum,仅转发帖反转,ind_ret_1d,1,22,0.0862,0.010682,0.055792,crypto,加密,all
sig_contrarian,sum,sig_contrarian_sum,−Sentiment × Influence（反转）,ind_ret_1d,1,22,0.0769,0.008168,0.114043,crypto,加密,all
sig_contrarian_orig,sum,sig_contrarian_orig_sum,仅原创帖（非 RT）反转,ind_ret_1d,1,22,0.075,0.00465,0.040277,crypto,加密,all
sig_dispersion_contrarian,sum,sig_dispersion_contrarian_sum,高分歧日 × 情绪反转,ind_ret_1d,1,22,0.0707,0.010816,0.092595,crypto,加密,all
sig_extreme_contrarian,sum,sig_extreme_contrarian_sum,仅极端情绪帖（|s|≥0.2）反转,ind_ret_1d,1,22,0.0706,0.008168,0.10817,crypto,加密,all
sig_nlp_minus_lex,sum,sig_nlp_minus_lex_sum,NLP 与词典差 × 反转,ind_ret_1d,1,22,0.0669,0.008407,0.134833,crypto,加密,all
sig_bull_fade,sum,sig_bull_fade_sum,仅明显看多帖反转（拥挤做多）,ind_ret_1d,1,22,0.0636,0.008519,-0.004481,crypto,加密,all
sig_imbalance_contrarian,sum,sig_imbalance_contrarian_sum,情绪方向 × 影响力反转,ind_ret_1d,1,22,0.0611,0.001102,-0.027975,crypto,加密,all
sig_contrarian_x_viral,sum,sig_contrarian_x_viral_sum,反转 × 互动惊喜度（连续加权）,ind_ret_1d,1,22,0.0606,0.005778,0.114043,crypto,加密,all
sig_strong_bull_fade,sum,sig_strong_bull_fade_sum,强看多 (s>0.2) 反转,ind_ret_1d,1,22,0.0605,0.010772,0.020655,crypto,加密,all
sig_sentiment_delta_contra,sum,sig_sentiment_delta_contra_sum,情绪突变反转 × 影响力,ind_ret_1d,1,20,0.0594,0.002479,-0.013673,crypto,加密,all
sig_disagreement,sum,sig_disagreement_sum,sig_disagreement,ind_ret_1d,1,22,0.0451,0.009506,0.037136,crypto,加密,all
sig_consensus_contrarian,sum,sig_consensus_contrarian_sum,行业共识情绪反转（|均值|×影响力）,ind_ret_1d,1,22,0.0444,0.012606,0.114043,crypto,加密,all
sig_post_burst_contrarian,sum,sig_post_burst_contrarian_sum,发帖密集日 × 情绪反转,ind_ret_1d,1,22,0.0414,0.014013,0.114043,crypto,加密,all
sig_bear_only,sum,sig_bear_only_sum,仅看空情绪 × Influence,ind_ret_1d,1,22,0.0144,-0.002866,-0.052522,crypto,加密,all
sig_viral_contrarian,sum,sig_viral_contrarian_sum,高互动惊喜帖才做情绪反转,ind_ret_1d,1,22,0.013,0.001761,0.024643,crypto,加密,all
sig_net_crowd_contrarian,sum,sig_net_crowd_contrarian_sum,(看空占比−看多占比) × 情绪反转,ind_ret_1d,1,22,0.0052,-0.002711,0.015748,crypto,加密,all
sig_strong_bear_only,sum,sig_strong_bear_only_sum,强看空 (s<-0.2) 反转,ind_ret_1d,1,22,0.0044,0.005709,0.035228,crypto,加密,all
sig_bear_bounce,sum,sig_bear_bounce_sum,仅明显看空帖反转（恐慌反弹）,ind_ret_1d,1,22,-0.0029,0.006592,0.055498,crypto,加密,all
sig_dual_confirm_contra,sum,sig_dual_confirm_contra_sum,看空 + 高互动双重确认反转,ind_ret_1d,1,22,-0.0196,0.001489,0.031884,crypto,加密,all
sig_bear_x_eng,sum,sig_bear_x_eng_sum,看空帖 × 互动惊喜 × 反转,ind_ret_1d,1,22,-0.0441,6e-05,0.007386,crypto,加密,all
sig_bull_crowd,sum,sig_bull_crowd_sum,看多帖占比 × 情绪（拥挤做多，对照）,ind_ret_1d,1,22,-0.0465,-0.013347,-0.090548,crypto,加密,all
sig_bull_x_eng,sum,sig_bull_x_eng_sum,看多帖 × 互动惊喜（对照）,ind_ret_1d,1,22,-0.0573,-0.002674,0.004481,crypto,加密,all
sig_sentiment_delta,sum,sig_sentiment_delta_sum,情绪相对5日均值突变 × 当日影响力,ind_ret_1d,1,20,-0.0594,-0.002479,0.013673,crypto,加密,all
sig_bull_only,sum,sig_bull_only_sum,仅看多情绪 × Influence,ind_ret_1d,1,22,-0.0682,-0.008519,0.004481,crypto,加密,all
sig_original_post,sum,sig_original_post_sum,非转发帖 × Sentiment × Influence,ind_ret_1d,1,22,-0.075,-0.00465,-0.040277,crypto,加密,all
sig_momentum,sum,sig_momentum_sum,跟随情绪 × 影响力（非反转）,ind_ret_1d,1,22,-0.0769,-0.008168,-0.114043,crypto,加密,all
sig_baseline,sum,sig_baseline_sum,Sentiment × Influence（原版）,ind_ret_1d,1,22,-0.0769,-0.008168,-0.114043,crypto,加密,all
sig_sentiment_x_likes,sum,sig_sentiment_x_likes_sum,Sentiment × log(1+likes),ind_ret_1d,1,22,-0.0805,-0.010425,-0.030279,crypto,加密,all
sig_attention,sum,sig_attention_sum,Influence × sign(Sentiment),ind_ret_1d,1,22,-0.0815,-0.009918,-0.114043,crypto,加密,all
sig_momentum_daily,sum,sig_momentum_daily_sum,跟随行业情绪动量（非反转）,ind_ret_1d,1,22,-0.0844,-0.014996,-0.114043,crypto,加密,all
sig_engagement,sum,sig_engagement_sum,情绪 × 相对自身互动惊喜度,ind_ret_1d,1,22,-0.0851,-0.00465,-0.040277,crypto,加密,all
sig_attention_raw,sum,sig_attention_raw_sum,纯 Influence（无情绪）,ind_ret_1d,1,22,-0.0853,-0.001102,0.027975,crypto,加密,all
sig_rank_weighted,sum,sig_rank_weighted_sum,Sentiment × Influence × Top排名权重,ind_ret_1d,1,22,-0.0893,-0.012597,-0.114043,crypto,加密,all
sig_top_rank_only,sum,sig_top_rank_only_sum,仅行业排名前3 KOL,ind_ret_1d,1,22,-0.104,-0.000566,-0.008775,crypto,加密,all
sig_views_weighted,sum,sig_views_weighted_sum,情绪 × log(views),ind_ret_1d,1,22,-0.1067,-0.006946,-0.040277,crypto,加密,all
sig_rank1_momentum,sum,sig_rank1_momentum_sum,仅行业 #1 KOL 跟随,ind_ret_1d,1,22,-0.1359,-0.000566,-0.008775,crypto,加密,all
sig_top_rank_only,wmean,sig_top_rank_only_wmean,仅行业排名前3 KOL,ind_ret_1d,1,22,-0.147,-0.000566,-0.008775,crypto,加密,all
sig_rank1_momentum,wmean,sig_rank1_momentum_wmean,仅行业 #1 KOL 跟随,ind_ret_1d,1,22,-0.1765,-0.000566,-0.008775,crypto,加密,all
sig_bull_x_eng,wmean,sig_bull_x_eng_wmean,看多帖 × 互动惊喜（对照）,ind_ret_1d,1,22,-0.2155,-0.002729,0.004481,crypto,加密,all
sig_rank_weighted,wmean,sig_rank_weighted_wmean,Sentiment × Influence × Top排名权重,ind_ret_1d,1,22,-0.2403,-0.005372,-0.069285,crypto,加密,all
sig_attention,wmean,sig_attention_wmean,Influence × sign(Sentiment),ind_ret_1d,1,22,-0.2507,-0.004051,-0.114043,crypto,加密,all
sig_attention_raw,wmean,sig_attention_raw_wmean,纯 Influence（无情绪）,ind_ret_1d,1,22,-0.2769,-0.008999,0.027975,crypto,加密,all
sig_bear_only,wmean,sig_bear_only_wmean,仅看空情绪 × Influence,ind_ret_1d,1,22,-0.2943,-0.0073,-0.052522,crypto,加密,all
sig_bull_only,wmean,sig_bull_only_wmean,仅看多情绪 × Influence,ind_ret_1d,1,22,-0.3024,-0.005025,0.004481,crypto,加密,all
sig_baseline,wmean,sig_baseline_wmean,Sentiment × Influence（原版）,ind_ret_1d,1,22,-0.3268,-0.004608,-0.114043,crypto,加密,all
sig_momentum,wmean,sig_momentum_wmean,跟随情绪 × 影响力（非反转）,ind_ret_1d,1,22,-0.3268,-0.004608,-0.114043,crypto,加密,all
sig_original_post,wmean,sig_original_post_wmean,非转发帖 × Sentiment × Influence,ind_ret_1d,1,22,-0.3548,-0.007002,-0.040277,crypto,加密,all
sig_engagement,wmean,sig_engagement_wmean,情绪 × 相对自身互动惊喜度,ind_ret_1d,1,22,-0.3707,-0.007445,-0.040277,crypto,加密,all
sig_sentiment_x_likes,wmean,sig_sentiment_x_likes_wmean,Sentiment × log(1+likes),ind_ret_1d,1,22,-0.3849,-0.006573,-0.030279,crypto,加密,all
sig_views_weighted,wmean,sig_views_weighted_wmean,情绪 × log(views),ind_ret_1d,1,22,-0.4358,-0.007445,-0.040277,crypto,加密,all
sig_nlp_lex_disagree,sum,sig_nlp_lex_disagree_sum,NLP 与词典情绪不一致时反转,ind_ret_1d,1,22,,,,crypto,加密,all
sig_nlp_lex_disagree,wmean,sig_nlp_lex_disagree_wmean,NLP 与词典情绪不一致时反转,ind_ret_1d,1,22,,,,crypto,加密,all
sig_attention_raw,sum,sig_attention_raw_sum,纯 Influence（无情绪）,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_attention_raw,wmean,sig_attention_raw_wmean,纯 Influence（无情绪）,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_attention,sum,sig_attention_sum,Influence × sign(Sentiment),ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_attention,wmean,sig_attention_wmean,Influence × sign(Sentiment),ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_baseline,sum,sig_baseline_sum,Sentiment × Influence（原版）,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_baseline,wmean,sig_baseline_wmean,Sentiment × Influence（原版）,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_bear_bounce,sum,sig_bear_bounce_sum,仅明显看空帖反转（恐慌反弹）,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_bear_bounce,wmean,sig_bear_bounce_wmean,仅明显看空帖反转（恐慌反弹）,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_bear_crowd_strict,sum,sig_bear_crowd_strict_sum,严格恐慌：bear_ratio>0.5 才 bear_crowd,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_bear_crowd,sum,sig_bear_crowd_sum,看空帖占比 × 情绪反转（恐慌反弹）,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_bear_only,sum,sig_bear_only_sum,仅看空情绪 × Influence,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_bear_only,wmean,sig_bear_only_wmean,仅看空情绪 × Influence,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_bear_x_eng,sum,sig_bear_x_eng_sum,看空帖 × 互动惊喜 × 反转,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_bear_x_eng,wmean,sig_bear_x_eng_wmean,看空帖 × 互动惊喜 × 反转,ind_ret_1d,1,1,,,,semiconductor,半导体,all
sig_bull_crowd,sum,sig_bull_crowd_sum,看多帖占比 × 情绪（拥挤做多，对照）,ind_ret_1d,1,1,,,,semiconductor,半导体,all
